title,date,text
"Philadelphia woman's Uber ride takes dramatic turn after driver is shot in the head, crashes into pole: police",2023-06-15T09:42:00.000000000+00:00,"A Philadelphia woman’s Uber ride Wednesday evening took a dramatic turn as her driver was shot in the head, causing the vehicle to jump a curb and crash into a utility pole, police said.
The Philadelphia Police Department said the unidentified female passenger, 18, told detectives she heard gunshots and crouched down in the seat to avoid injury when her driver, 34, was struck in the head and subsequently crashed.
""He was driving the 18-year-old passenger when a bullet went into the Honda CR-V, through both headrests and struck him in the head,"" Philadelphia Police Chief Inspector Scott Small said. ""That’s when the driver lost control, jumped the curb and the utility pole. That’s where it [the vehicle] came to rest.""
""She’s extremely lucky because that bullet missed her by a matter of inches since she was in the back seat when the bullet came through the back window,"" Small added at the scene.
PHILADELPHIA I-95 COLLAPSE: HUMAN REMAINS FOUND AT WRECKAGE SITE, FAMILY IDS TRUCK DRIVER
The driver is ""not expected to survive"" after he was hit with what is believed to be a stray bullet, according to the police. He was unresponsive when police arrived at the scene.
The passenger was still in the back seat, police said.
The vehicle crashed near the intersection of West Lehigh Avenue and North Broad Street.
UBER DRIVER DONATES KIDNEY TO RIDER HE MET NEARLY 3 YEARS AGO: 'GOD MUST HAVE PUT YOU IN MY CAR'
Video taken at the scene shows the Honda’s hood partially wrapped around the pole. A bullet hole can also be seen in the black leather headrest of the front seat.
The vehicle had a red air freshener hanging on the rearview mirror and a hands-free phone device was mounted on the dashboard. The back window was smashed.
CLICK TO GET THE FOX NEWS APP
The woman said the driver was driving appropriately and at the speed limit when the gunshots rang out. She also told police the driver was not erratic and there was no road rage at the time of the shooting.
Police said there were likely six shots and they recovered six shells at the scene.
The CR-V had stickers for both Uber and Lyft on its front window."
Windows 11’s latest update proves disastrous for some Chrome users,2023-06-15T09:40:17.000000000+00:00,"The latest update for Windows 11 has totally broken Google’s Chrome browser for users of a popular antivirus app.
For Malwarebytes users, patch KB5027231 for Windows 11 22H2 causes Chrome to fail to work – the browser window simply doesn’t appear, even though there is a running Chrome instance in Task Manager.
Neowin spotted that Malwarebytes staff members have posted several times on the issue, to let affected folks know that the company is investigating and working on an update to fix the issue. Users also note that there’s no issue with Windows 10 and Chrome.
A Malwarebytes employee going by the forum name Msherwood posted to say: “We’re currently experiencing issues with Malwarebytes Exploit Protection and Chrome in Windows 11 where you’ll see Chrome crash. We suspect this is happening due to a Windows Update (KB5027231) that was released on June 13, 2023.
“We’re actively troubleshooting this and we’ll be back with more info as soon as possible.”
A further update to that post notes that there is a fix now in the beta of Malwarebytes 4.
Analysis: There is a fudged workaround, too
The good news is that if you don’t want to switch to the beta of Malwarebytes – and let’s face it, most folks won’t (beta software may well have problems of its own) – there is a workaround which has been successfully applied according to numerous reports.
Some people have simply turned off Malwarebytes Exploit Protection, but that leaves you vulnerable as you might imagine, and there’s a more targeted fudge as provided by another staff member at the company, Arthi.
That is to turn off Chrome as a protected app in Malwarebytes. To do this, go to Settings, and the Security tab, and under Exploit Protection, click the ‘Manage Protected Applications’ button. Then find Google Chrome in the list of apps and turn off the protection slider.
Obviously that still isn’t ideal, as Malwarebytes will no longer be protecting Chrome against exploits. If that makes you uncomfortable, the only other path is to uninstall the Windows update (KB5027231) and live without it until the security company provides a full fix. That should be soon enough, given that the cure is already in beta as mentioned.
There is one other workaround suggested by Arthi, and this is to set Chrome as your default browser in Windows 11 (if it isn’t already, obviously). However, a couple of reports in the customer support thread suggest that this didn’t make any difference.
It’s worth a shot, though, seeing as this is a workaround which won’t hinder your level of security with Chrome (turning off exploit protection certainly does).
Interestingly, there’s a claim that Malwarebytes isn’t the only antivirus vendor affected, and an ESET user reckons they have encountered it – and that the problem is caused by having any other Chromium browser set as your default (such as Microsoft Edge). Take that with lots and lots of salt, though it makes some sense in that one of the suggestions from Malwarebytes is to change Chrome to be your default browser.
We’ll keep an eye on the situation as it develops to ascertain whether or not other antivirus apps are also hit by this gremlin.
Source link"
XPeng rolls out assisted driving tech in Beijing,2023-06-15T09:40:00.000000000+00:00,"XPeng (NYSE:XPEV) announced on Thursday that it rolled out assisted driving software system to users in China's capital city of Beijing, more than two months after the Chinese electric vehicle maker launched the technology in Shanghai.
The system, City NGP (Navigation Guided Pilot), will be applicable on major ring roads and expressways in Beijing. It is currently available in Guangzhou, Shenzhen, Shanghai and Beijing.
The EV maker plans to launch the assisted driving tech to dozens of cities this year, it said in a statement. In H2 of 2023, XPeng (XPEV) will gradually release assisted driving tech functions for Chinese cities without HD map coverage.
Xpeng (XPEV) is the only automaker in China that offers driver-assist tech similar to that of Tesla (TSLA).
Shares of Xpeng (XPEV) rose 2% before the bell on Thursday.
More on Chinese EV stocks"
Airtel becomes first telco to launch 5G on Kochi's water metro route,2023-06-15T09:39:00.000000000+00:00,"New Delhi: Bharti Airtel has expanded its 5G coverage in Kochi by launching the next-gen service in the picturesque island city’s water metro route.
Airtel’s 5G connectivity will be available to customers taking the Kerala Water Metro service between the High Court-Vypin terminals and the Vyttila-Kakkanad terminals in Kochi.
”It’s yet another milestone in our ambition to deliver blazing fast 5G speeds to as many of our customers as possible, including on waterways…our customers can now enjoy the power of the 5G service on the water metro ride and relish the scenic beauty of Kochi,” Amit Gupta, Airtel’s COO (Kerala) said in a statement Thursday.
The water metro connects 10 islands around Kochi through battery-operated electric hybrid boats for seamless connectivity with the city.
Airtel has been rapidly expanding its 5G network since last October. It has already rolled out 5G services in more than 3,500 cities/towns, aiming to launch 5G services in all urban areas by September 2023 and a pan-India rollout by December. It already has over 10 million 5G customers nationally."
H&M sales flatline as cool weather hits demand for summer clothing,2023-06-15T09:38:00.000000000+00:00,"Fashion chain H&M has revealed weaker-than-expected sales over the latest quarter after demand was weighed down by chilly weather.
The Swedish retail giant, however, added that June trading has started well amid improving conditions, driving an increase in shares in early trading.
It told investors on Thursday morning that net sales were “flattish compared with last year” over the three months to May 31, with revenues to 57.61 billion Swedish kronor (€4.97 billion).
Analysts had predicted the company would report a 1 per cent sales increase for the period, after H&M had already flagged in late March that demand for spring and summer styles was being impacted by cooler weather.
In a statement, the firm said: “Sales in the second quarter were affected by unfavourable weather conditions compared to the corresponding period last year on several of the H&M group’s large markets.
Advertisement
“June has got off to a good start.”
Analysts from Jefferies said: “This is a clear lag to global peers, partly explained by a more mature US footprint and the impact of cold weather in May in parts of Northern Europe.”
It comes a week after Spanish rival Inditex, which owns Zara, revealed a 13 per cent surge in sales – up 15 per cent with currency movements stripped out – over the year to April as it shrugged off pressures on consumer finances.
Inditex had said sales growth remained in double digits, up 16 per cent on a constant currency basis, since May 1 as it said “spring/summer collections continue to be very well received by our customers”."
Poco emerges as India’s fastest growing online smartphone brand,2023-06-15T09:34:00.000000000+00:00,"Poco's success in the Indian market has been growing since its inception and now the brand has reached a new milestone. Poco has emerged as India's fastest-growing online smartphone.
According to a report by Canalys, Poco registered 68% year-on-year (YoY) growth in sales during the first quarter of the year. To recall, India's overall smartphone market saw a 10% to 15 percent decline during the same period. The online smartphone market didn't fare too well, with online sales on the decline (20 percent down).
A Bright Future
According to Poco India's Country Head, Himanshu Tandon, the brand aims to achieve anywhere between 75% to 80% year-on-year growth this year. Tandon noted that at least 60 percent of Poco customers are repeat buyers.
Poco is also reportedly expanding its reach to offline channels by setting up four distributors in major cities like Ahmedabad, Bengaluru, Delhi, and Mumbai. The move is targeted towards strengthening the brand's presence and making it more accessible to offline buyers.
Key to Poco's Success
Tandon added that the driving force for Poco were the launch of three new C-series smartphones as well as the Poco X5 Pro, which helped the company boost sales in the Rs 20,000 to Rs 25,000 price range.
Poco's growth in the Indian market can be down to its value-oriented formula, delivering reasonably priced smartphones with segment-leading specifications. The recently launched Poco F5 was one of those phones, delivering the best performance of any smartphone in the sub-30K segment."
SSL Message Board Post 11071974 | Sasol Ltd. American...,2023-06-15T09:32:04.000000000+00:00,"Source: investorshangout
https://investorshangout.com/post/view?id=2874216
Lucky Jimmy: SSL up +1.62% percent Today $SSL Stock High is at 37.94 and the Low 37.66 with current volume of 60,"
Emmerdale’s Cain Dingle actor Jeff Hordley reveals surprise off-screen connection to soap bad boy Caleb,2023-06-15T09:31:29.000000000+00:00,"EMMERDALE'S Cain Dingle actor Jeff Hordley has revealed his surprise connection to soap bad boy Caleb Milligan.
The ITV favourite, 53, opened up on their off-screen friendship during Thursday's Lorraine.
Emmerdale actor Jeff Hordley has opened up on a surprise off-screen connectionCredit: Rex
The Cain Dingle actor revealed he went to school with his on-screen brother Caleb Milligan, played by William AshCredit: Rex
Emmerdale viewers were left stunned this week after witnessing Caleb being pushed off a cliffCredit: ITV
Caleb, played by William Ash, 46, arrived in the Emmerdale village on Christmas Day 2022.
Since then he has caused a whole host of chaos with the character now left for dead after a brutal attack which saw him pushed off a cliff.
This has sparked a major whodunnit plotline with fans quick to offer their theories about the culprit.
Lorraine entertainment presenter Jake Quickenden, 34, headed to the stunt set in the Dales to try to find out and uncovered a sweet off camera secret.
READ MORE EMMERDALE
DEATH IN THE DALES?
Emmerdale spoiler for June 15, 2023: Caleb left for dead after attack
emmerwail
Worrying health issue for Emmerdale legend Zak Dingle revealed
He quizzed Jeff, who play's Caleb's on-screen brother Cain, and said: ""You actually went to school together, you're both from Oldham?"" to which Jeff replied: ""We did yeah.
""We did a play together at school yeah.""
The pair both attended North Chadderton School in Oldham in their youth.
Recently, Will revealed Caleb's regrets after he was left for dead.
Most read in Soaps
DEATH ON THE COBBLES
Here's what happened to Coronation Street favourite Ashley Peacock
new look
Coronation Street star looks unrecognisable as she lands huge new job
DANGER AHEAD
EastEnders hints at paedophile horror for Lily as Theo plies her with cash
blind hay-tred
Adam Barlow plots murderous revenge on Damon Hay in Coronation Street
Speaking to The Sun after landing the role of Caleb, Will also revealed how his soap connections off-screen meant he wasn't nervous about the role.
He told us: “I’ve met a lot of the actors who play those roles before.
“I knew Lisa Riley from Oldham Theatre Workshop, so it was less daunting having known those people than if I didn’t know anybody.
“Lucy Pargeter, too, I worked with her a long time ago as well. So the people I was working with I had a bit of a relationship with so I wasn’t as scared as probably I should have been.”
In 2023, Will's character Caleb became a big part of the storyline when it was revealed that the late Frank Tate was in fact his father.
It came to light that his mum Faith Dingle had a love child with Frank, and he was their son.
Meanwhile actor Will kicked off his career alongside Robson Green in hit ITV drama Soldier Soldier in 1997.
After this he landed a plum job on Where the Heart Is (1997–1998), followed by Clocking Off (2001–2002) and then Waterloo Road (2009–2011).
On the big screen, he's starred in Mad About Mambo (2000) and Hush (2008).
The pair previously starred in a play togetherCredit: ITV
Caleb has caused havoc in the Dales since his arrival last ChristmasCredit: ITV
His accident has sparked a major whodunnit storylineCredit: ITV"
American tourists aged 41 and 22 are found dead inside their luxury Hyatt Mexican hotel room amid fears they were poisoned by a gas,2023-06-15T09:31:00.000000000+00:00,"Two American tourists have been found dead in their luxury hotel room in Baja California Sur, Mexico.
Police and paramedics arrived at the Hotel Rancho Pescadero, where rooms cost up to $760 a night, at around 9pm on Tuesday after receiving reports that a man and women were unconscious.
The pair were pronounced dead at the scene, said police, who stated the suspected cause of death was gas inhalation.
The victims have been identified as John Heathco, 41, and Abby Lutz, 22, according to the Baja California Sur Attorney General's office.
Lutz is from Newport Beach, California, the AG's office said. Local police initially said both victims were in their mid-30s.
+2
View gallery
The couple died at the Hotel Rancho Pescadero, where rooms cost up to $760 a night
TRENDING
Bloodsucking mythical creature Chupacabra struck again
13.1k viewing now
Rubik's cube world record broken in mind-boggling 3.13 SECONDS
5.8k viewing now
Bear crashes a party in Mexico, heads straight for the buffet
2.5k viewing now
Their cause of death was 'intoxication by substance to be determined', the Attorney General's office said in a statement to ABC on Wednesday.
The man and woman had been dead for about 10 or 11 hours when they were found at the luxury hotel in the seaside community of El Pescadero, according to the AG's office.
The office said there were no signs of violence on their bodies, and added the local attorney general is currently overseeing the investigation.
The Hotel Rancho Pescadero, a luxury Hyatt hotel, is in the seaside community of El Pescadero, which is located between Todos Santos and the resort of Los Cabos.
+2
View gallery
Hotel Rancho Pescadero is a luxury hotel and a Hyatt property in a seaside community
Hyatt has been approached for comment.
The tragedy comes after several cases of such deaths in Mexico due to poisoning by carbon monoxide or other gases. Such gases are often produced by improperly vented or leaky water heaters and stoves.
In October, three US citizens were found dead at a rented apartment in Mexico, apparently victims of gas inhalation.
The Mexico City police department said the three were found unresponsive on October 30 in an upscale neighborhood. They had apparently rented the dwelling for a short visit. Post-mortem examinations suggested the two men and one woman died of carbon monoxide poisoning.
In Mexico, proper gas line installations, vents and monitoring devices are often lacking.
In 2018, a gas leak in a water heater caused the deaths of an American couple and their two children in the resort town of Tulum, south of Playa del Carmen.
An inspection revealed that the water heater at the rented condominium was leaking gas. Prosecutors said the gas leak was perhaps caused by a lack of maintenance or the age of the equipment.
In 2010, the explosion of an improperly installed gas line at a hotel in Playa del Carmen killed five Canadian tourists and two Mexicans.
In that case, prosecutors said the gas line, apparently meant to fuel a pool heating unit, was not properly installed or maintained. They said gas leaking from the line may have been ignited in an explosion by a spark from an electric switch or plug."
"Alibaba, JD.com drive Hong Kong stocks to biggest gain in two weeks on China policy rate cut, Fed pause",2023-06-15T09:30:00.000000000+00:00,"Hong Kong stocks jumped by the most in two weeks after China cut borrowing costs to rejuvenate the economy as economists predicted. Prices advanced even as the Federal Reserve left the room for more rate hikes, after hitting the pause button at its June meeting.
The Hang Seng Index surged 2.2 per cent to 19,828.92 at the close of Thursday trading, taking the benchmark to the highest level since May 16. The Tech Index strengthened 3.6 per cent, while the Shanghai Composite Index added 0.7 per cent.
Tencent gained 2.7 per cent to HK$355, Alibaba Group climbed 4.5 per cent to HK$89 and JD.com gained 5.2 per cent to HK$155.20. Carmaker BYD advanced 3.8 per cent to HK$268.60, and Xpeng added 4 per cent to HK$43.30. Developer China Resources Land rallied 2.7 per cent to HK$34.10, and peer Country Garden added 6.3 per cent to HK$1.87.
Do you have questions about the biggest topics and trends from around the world? Get the answers with SCMP Knowledge, our new platform of curated content with explainers, FAQs, analyses and infographics brought to you by our award-winning team.
""Expectations are building that additional stimulus will come from Beijing,"" Tai Hui, Asia-Pacific chief market strategist at JPMorgan Asset Management, said in a report before the central bank move. ""This could be the much needed catalyst for the Chinese market to overcome a disappointing first half.""
Traders scooped up Chinese stocks at home and in Hong Kong this month, following losses in April and May, as bets on China stimulus grew. The rally this month has boosted the market capitalisation of Hang Seng Index members by HK$1.8 trillion (US$230 billion), while the CSI 300 onshore members gained almost 1 trillion yuan.
China's central bank today cut the one-year medium-term lending facility rate to 2.65 per cent from 2.75 per cent, in line with forecasts tracked by Bloomberg. The cut is the first since August 2022, before more government reports today signalling further slowdown in the economy.
This article originally appeared in the , the most authoritative voice reporting on China and Asia for more than a century. For more SCMP stories, please explore the or visit the SCMP's and pages. Copyright © 2023 South China Morning Post Publishers Ltd. All rights reserved."
Steam gets a major UI overhaul,2023-06-15T09:29:11.000000000+00:00,"Valve has released a major UI overhaul for the Steam client, giving the PC gaming shopfront a slick new look.
We knew a major UI overhaul was coming as far back as late April, when the Steam Client Beta showcased many of the changes. However, now those changes have come to the Steam Client proper, meaning that every Steam user can get a taste of something new.
In a blog post on the release, Valve runs through some of the major changes. The new Steam client is build on a new framework that will make it easier for the company to apply changes across all of the distinct Steam iterations, including the Steam Desktop Client, Big Picture Mode, Steam Deck, and Steam on mobile.
You won’t see any of that, of course, but you will instantly notice a fresh look for the Steam client. Dialogues, menus, fonts, and colours have all been spruced up.
Valve has also made notifications more useful in Steam, with the green bell icon only lighting up when there’s actually something new for you. The tray view will only show new notifications, meanwhile.
Steam’s in-game overlay has also received some serious attention. Shift-Tabbing during a game gives you a new look with a new toolbar, and you can personalise what’s shown. You can also now pin windows from the overlay so that they appear on top of the game while you’re playing, with adjustable opacity.
This should prove particularly useful for the new Notes feature, which provides a lightweight note-taking overlay over your current game. Your notes are saved to each game and synced across devices.
A new Game Overview panel will give you a one stop look at everything happening with a particular game, including achievements, friends playing, guides, and news.
Mac and Linux users haven’t been forgotten in this Steam UI overhaul either, with hardware acceleration now bringing performance up to par with the Windows version.
Source link"
EU regulators checking if Vivendi jumped gun in Lagardere acquisition,2023-06-15T09:28:00.000000000+00:00,"By Foo Yun Chee
BRUSSELS (Reuters) -EU antitrust regulators are checking whether French media conglomerate Vivendi closed its acquisition of French publisher Lagardere deal before securing regulatory approval, the European Commission said on Thursday.
Such so-called gun jumping can result in fines of up to 10% of a company's group aggregate turnover. The EU antitrust watchdog has in recent years cranked up fines for such offences as a deterrent.
The EU executive said it was alerted by media reports but has not opened a formal investigation yet.
""The Commission was made aware of allegations of gun jumping, which have been reported in the press. The Commission can confirm that it is looking into the matter,"" the EU executive said in an email.
Vivendi declined to comment.
The EU competition enforcer last week cleared the deal with conditions. Infringement proceedings are handled separately from the merger review.
(Reporting by Foo Yun Chee, additional reporting by Mathieu Rosemain in Paris; Editing by Jan Harvey)"
"Morgan Stanley Reiterates Overweight on Wells Fargo, Maintains $46 Price Target",2023-06-15T09:28:00.000000000+00:00,"Never miss a trade again with the fastest news alerts in the world!
This headline only article is a sample of real-time intelligence Benzinga Pro traders use to win in the markets everyday.
Want the fastest, most accurate stock market intelligence? Want EXCLUSIVE stories originated by Benzinga reporters? Join 10,000+ serious traders in the Benzinga Pro community!"
"Qualcomm launches AI-powered video collaboration solutions for homes, enterprises",2023-06-15T09:26:00.000000000+00:00,"NEW DELHI: US-based chipmaker Qualcomm has launched a suite of video collaboration solutions for homes and enterprises with artificial intelligence (AI) enhancements.
The solutions allow original equipment manufacturers (OEMs) to design and deploy video conferencing products featuring “superior video, audio and customizable on-device AI to power engaging, immersive virtual meeting experiences” across enterprise, healthcare, educational, and home, said Qualcomm in a statement.
Qualcomm said its Video Collaboration Platform provides hardware and software features specifically tailored for video conferencing which allows customers to design and deploy video conferencing products, from enterprise video collaboration systems and huddle room systems to digital whiteboards, to touch controllers and personal devices for the home.
The San Diego, US-based chip company has also signed up partnerships with BOSE, Lenovo, Logitech, Microsoft, Zoom, and Yealink, among others, for its new video collaboration solutions.
The new platform suite includes the Qualcomm Video Collaboration VC5, Qualcomm Video Collaboration VC3, and the Qualcomm Video Collaboration VC1.
The Video Collaboration VC5 solution enables premium, video conferencing through ready-to-use or customisable AI audio and video features developed specifically for enterprise environments. It utilises the hardware-meets-software reference design for conferencing systems.
The Video Collaboration VC3 solution offers advanced video conferencing features, including multi-ultra-HD camera support, Wi-Fi 6E, and AI audio and video features.
Lastly, the Video Collaboration VC1 solution provides powerful computing, robust connectivity, and multimedia features suitable for video conferencing accessories, such as touch controllers, meeting room schedulers, and tablets.
“Qualcomm Technologies is continuing to utilize our rich history and leading technologies across connectivity, compute, AI, camera, and audio to ensure today’s immersive collaboration solutions are equipped to support the ever-expanding uses for tomorrow,” said said Dev Singh, Vice President, Business Development and Head of Building, Enterprise & Industrial Automation, Qualcomm Technologies, Inc."
Four once-off social welfare payments to be paid or apply for in June,2023-06-15T09:25:00.000000000+00:00,"When it comes to payments for social welfare recipients, June is a pretty big month as several are either due or have already opened.
You could also be in line for a few benefits, dependent on circumstances.
Here are four payments due in June or already open to know about and if you qualify for them:
READ MORE: Alarming rise in requests for additional payment but only a fraction granted
Working Family Payment
According to the Department of Social Protection, around 46,000 people who qualify for the Working Family Payment have already been paid the April cost-of-living payment, RSVP reports.
However, there are many who will be paid retrospectively, with this group due to receive their money before the end of the week starting June 12.
They shared: ""The Working Family Payment (WFP) is a weekly in-work support which provides an income top-up for employees on low earnings with children.
""To qualify for the WFP, the customer must be working a minimum of 38 hours per fortnight in ongoing insurable employment and have at least one qualified child who normally resides with them.
""The cost of living payment is payable to customers who have an entitlement to the WFP between April 17 and 23. Approximately 46,000 WFP customers have received the cost of living payment to date.
""If a WFP customer was not in payment between April 17 and 23, but has since been awarded the WFP retrospectively, there will be an entitlement to receive the cost of living payment provided it has not already been paid on another qualifying scheme.
""These cases are currently being validated and are due to be paid in the next two weeks.""
Back-to-School Clothing and Footwear Allowance
The applications for Back to School Clothing and Footwear Allowance opened up this month.
This payment aims to provide support for families so they can help with the cost of uniforms and footwear for children going to school. It is expected that it will be paid the week starting 10 July 2023.
Children aged 4-11 get €260 and children aged 12 and over receive €385. People will also receive an added €100, which was confirmed earlier in the year as a spring cost-of-living boost.
The Department of Social Protection will let you know if you are paid automatically using your MyWelfare account, or by post, before the end of June 2023. You can find out how to apply here.
Carer's Support Grant
Each year, the Carer's Support Grant is automatically paid to people getting Carer's Allowance in June.
Depending on their circumstances, people can receive payment anywhere from €236 to €411.
Child Benefit
Earlier this month, parents and legal guardians should have received their regular Child Benefit payment - along with an additional once-off €100.
The payment date was 6 June, however, due to the Bank Holiday, many may have received it earlier.
However, it should be noted that this is a once-off payment to help with the cost of living and is not a permanent increase.
READ NEXT:
Join our new WhatsApp community! Click to receive breaking news and the latest headlines direct to your phone. We also treat our community members to special offers, promotions, and adverts from us and our partners. If you don’t like our community, you can check out any time you like. If you’re curious, you can read our."
GroupM launches hyperlocal audience targeting solution for addressable TV,2023-06-15T09:25:00.000000000+00:00,"GroupM announced the launch of Geo Granularity, a hyperlocal and granular targeting technology developed by Finecast, the addressable TV solution of GroupM Nexus. Engineered for high-quality broadcaster inventories on the big screen, the technology has been enhanced from broader pin code level targeting to granular 1000-meter geo-targeting, allowing advertisers to zero in on defined audiences for their campaigns.
“ The innovative solution will revolutionize the way advertisers approach TV advertising by offering a more precise and coherent approach to targeting specific geographic areas. By reaching potential customers in their local markets, businesses can enjoy higher relevance, better consumer experience, and ultimately, more conversions,” Prasanth Kumar, CEO, GroupM South Asia said.
Covering an expansive area of 26,000 square kilometres across India’s top cities, the solution was developed using geospatial technology and is the country’s first-ever initiative of its kind, offering targeting capabilities designed for TV advertisers. Each square kilometre grid incorporates a wide range of valuable data points refined and integrated using Finecast’s audience planning technology. The comprehensive data empowers advertisers to create targeted campaigns that resonate with their intended audience.
“GroupM Nexus’ Finecast has continued to be a trailblazer in addressable TV by developing technology like Geo Granularity that’s revolutionising the industry by providing advertisers with stronger outcomes and higher return on investment,” Atique Kazi, president- data, performance and digital products, GroupM India said.
As per the company, studies have shown that users who are shown relevant ads are more likely to have a positive experience with the advertiser’s brand, resulting in better engagement, higher click-through rates, and ultimately, more conversions. All GroupM clients can harness the benefits of this geo-targeting solution via their media planners."
Engie Launches Electric-Vehicle Charging Network in France,2023-06-15T09:24:00.000000000+00:00,"Engie said Thursday that it is launching a network of charging stations and an app for electric-vehicle drivers in France under the brand name Engie Vianeo.
The French energy company said the initiative, which will start this month, will include more than 800 charging points along French highways and more than 35 parking garages in 20 French localities, among other locations.
Individuals and fleet managers will have access to a mobile app for payment and other services.
""Drivers will be offered a complete range of mobility solutions, from installing charging infrastructure to power supply, maintenance and servicing,"" Engie said.
The company plans to add 11,000 charging points by 2025 on top of the initial 1,000 points, it said.
Write to David Sachs at david.sachs@wsj.com"
Kellogg’s Cereal: Good. Night. Snack.- 06.23.14,2023-06-15T09:23:17.000000000+00:00,"I don’t know why this is so amusing today. Apparently Kellogg’s has created “Limited Edition Packaging” for some of their cereals - having them go dark. They actually have the night sky filled with stars instead of their brighter usual boxes… I thought my mom was joking - so she scanned over a coupon as proof. My first thought was - are there glow in the dark marshmallow stars inside? Second thought - are there really people out there who didn’t know they can eat cereal at ANY hour? Third thought - what’s going on with the cereal industry to need to change ONLY the packaging to tell people they can eat cereal at night?!?!?!
But maybe it worked - when we noticed the box of twilight Mini Wheats - we bought it. And i had to take pics of how absurd the packaging is to share with you. And now i’m totally having some at night… See it all on the next page!
Tags: food - gifts - packaging - shopping"
"Go First collapse: IndiGo, Tata Group & Akasa gain market share while SpiceJet loses same in May over April",2023-06-15T09:23:00.000000000+00:00,"NEW DELHI: : IndiGo gained the maximum domestic market share last month after Go First stopped flying from May 2, 2023.
The Wadia Group airline had 6.4% market share in April which was subsequently lapped up by other big airlines. Big blue IndiGo saw its domestic market share rise by 3.9% from 57.5% in April to 61.4% May, thereby crossing the 60% mark possibly for the first time.
The three Tata Group airlines — Air India plus Vistara plus AirAsia India — saw this increase 1.4% from 24.9% to 26.3% in the same period. And the youngest airline, Akasa, saw an increase of 0.8% from 4% to 4.8%, according to DGAC data.
SpiceJet, which is facing its own troubles including insolvency pleas by unpaid parties and requests from lessors to take back planes, did not gain from Go collapse. The budget carrie rin fact saw its domestic market share fall from 5.8% in April to 5.4% this May.
DGCA data shows 1.3 crore people flew within the country this May, 15% more than 1.1 crore same month last year despite the Wadia Group airline collapsing. The shutdown in peak summer travel month saw domestic flights of all big Indian carriers going over 90% full with the occupancy ranging from SpiceJet’s 94.8% to Air India’s 90.1%.
Go First used to fly almost 30,000 domestic passengers daily. Not surprisingly, the regulator saw maximum number of passenger complaints related to refunds.
How other airlines, except SpiceJet, gained from GoFirst collapse
Airline…. Market share in April 2023… Market share in May 2023… Change
Go First…. 6.4%… 0.4%… Minus 6%
IndiGo… 57.5%… 61.4%… Plus 3.9%
Vistara… 8.7%… 9%… Plus 0.3%
Air India… 8.6%… 9.4%… Plus 0.8%
SpiceJet… 5.8%… 5.4%… Minus 0.4%
Akasa… 4%…. 4.8%… Plus 0.8%
Others… 9%… 9.6%… Plus 0.6%
Three Tata Group airlines together: 24.9%… 26.3%… Plus 1.4%"
"Adani Green tops in Asia for ESG performance, ranks among top 10 globally: Report",2023-06-15T09:22:00.000000000+00:00,"India's leading renewable energy producer Adani Green Energy Limited (AGEL) has been ranked first in Asia in the renewable energy sector by ISS ESG.
The Adani Group subsidiary was also ranked among the top 10 companies globally for ESG performance. The firm has been placed in the 'Prime' (B+) band, for being recognized for its robust ESG disclosure practices and high level of transparency, reported NDTV on 15 June.
The leading global provider of environmental, social, and governance (ESG) research and ratings, ISS ESG's based on a comprehensive assessment of a firm's ESG performance that includes environmental impact, social responsibility, and corporate governance.
ALSO READ: Adani Power to Adani Enterprises: Mutual funds sold these Adani shares in May 2023
Earlier in FY 2023, AGEL was ranked among the top 10 companies in the world in the renewable energy sector by Sustainalytics. With this new development, AGEL is aiming to become the top 10 ESG companies globally in the electric utility sector by FY25.
As per details, AGEL has an operating portfolio of 8,216 MW in the renewable energy sector.
""At AGEL, there are four pillars to the ESG framework - guiding principles, policies, commitment, and assurance - helping the company align with UN Global Compact, UN Sustainable Goals, India Business, and Biodiversity Initiatives, Green Bond Principles, and IFC's E&S Performance,"" NDTV quoted AGEL's MD Vneet S Jaain as saying.
""Our policies are aligned with these guidelines and ESG targets have been set keeping these policies in mind. We aim to be among the top 10 companies of the world in the ESG benchmarking of the electric utility sector by FY25,"" Jaain added.
Meanwhile, AGEL is mulling to achieve its target of 45 GW of renewable energy capacity by 2030, through its solar and wind projects."
"Uber to shut food delivery business in Italy, exit Israel",2023-06-15T09:20:00.000000000+00:00,"Uber said on Thursday it will shut its food delivery business in Italy and exit Israel, where it has not built sufficient market share.
The moves were ""in line with our efforts to focus on markets where we have opportunities for sustainable growth"", a company spokesperson said.
CEO Dara Khosrowshahi has said Uber will invest only in markets where it can be the largest or second largest player.
Uber trails Just Eat and Glovo in Italian food delivery, and Gett Taxi and Yango in the Israeli taxi and private hire market.
The company, which relies on self-employed contractors for its delivery service, said around 50 Uber employees and thousands of non-employee couriers and restaurants would be affected in Italy.
It said it will continue to expand its mobility service there, where it works with dispatcher IT taxi.
The company's biggest markets in Europe are Britain, France, Spain and Germany.
Uber says it is seeing strong adoption by taxi drivers in Europe, who use the Uber app to supplement their curb-side ride hailing business."
